# Pronounce — full dictionary

Format: <word> | <IPA> | <respelling> | <category> | <confidence> | <source>
DAU | /ˌdiː eɪ ˈjuː/ | D A U | acronym | contested | (no source)
MAU | /ˌɛm eɪ ˈjuː/ | M A U | acronym | contested | (no source)
B2B | /ˌbiː tə ˈbiː/ | B to B | acronym | community-consensus | (no source)
B2C | /ˌbiː tə ˈsiː/ | B to C | acronym | community-consensus | (no source)
D2C | /ˌdiː tə ˈsiː/ | D to C | acronym | community-consensus | (no source)
B2B2C | /ˌbiː tə ˌbiː tə ˈsiː/ | B to B to C | acronym | community-consensus | (no source)
IaaS | /ˈaɪ ɑːz/ | EYE az | acronym | contested | (no source)
freemium | /ˈfriː mi əm/ | FREE mee um | cs-term | community-consensus | https://en.wikipedia.org/wiki/Freemium
churn | /tʃɜːrn/ | chern | cs-term | community-consensus | (no source)
cohort | /ˈkoʊ hɔːrt/ | KOH hort | cs-term | community-consensus | (no source)
funnel | /ˈfʌn əl/ | FUH nul | cs-term | community-consensus | (no source)
scrum | /skrʌm/ | scrum | cs-term | community-consensus | https://en.wikipedia.org/wiki/Scrum_(software_development)
kanban | /ˈkɑːn bɑːn/ | KAHN bahn | cs-term | community-consensus | https://en.wikipedia.org/wiki/Kanban_(development)
sprint | /sprɪnt/ | sprint | cs-term | community-consensus | (no source)
backlog | /ˈbæk lɔːɡ/ | BAK log | cs-term | community-consensus | (no source)
retro | /ˈrɛ troʊ/ | REH troh | cs-term | community-consensus | (no source)
standup | /ˈstænd ʌp/ | STAND up | cs-term | community-consensus | (no source)
epic | /ˈɛp ɪk/ | EH pik | cs-term | community-consensus | (no source)
QBR | /ˌkjuː biː ˈɑːr/ | Q B R | acronym | community-consensus | (no source)
PoC | /ˌpiː oʊ ˈsiː/ | P O C | acronym | contested | (no source)
PoV | /ˌpiː oʊ ˈviː/ | P O V | acronym | community-consensus | (no source)
ABM | /ˌeɪ biː ˈɛm/ | A B M | acronym | community-consensus | https://en.wikipedia.org/wiki/Account-based_marketing
moat | /moʊt/ | moht | cs-term | community-consensus | (no source)
flywheel | /ˈflaɪ wiːl/ | FLY wheel | cs-term | community-consensus | (no source)
COGS | /kɒɡz/ | kogs | acronym | community-consensus | https://en.wikipedia.org/wiki/Cost_of_goods_sold
CRM | /ˌsiː ɑːr ˈɛm/ | C R M | acronym | community-consensus | (no source)
ERP | /ˌiː ɑːr ˈpiː/ | E R P | acronym | contested | (no source)
EBITDA | /ˈiː bɪt dɑː/ | EE bit dah | acronym | community-consensus | https://en.wikipedia.org/wiki/EBITDA
SOC2 | /ˌsɒk ˈtuː/ | sock two | acronym | community-consensus | https://en.wikipedia.org/wiki/System_and_Organization_Controls
SOX | /sɒks/ | sox | acronym | community-consensus | https://en.wikipedia.org/wiki/Sarbanes%E2%80%93Oxley_Act
SEO | /ˌɛs iː ˈoʊ/ | S E O | acronym | community-consensus | (no source)
SEM | /ˌɛs iː ˈɛm/ | S E M | acronym | community-consensus | (no source)
CTR | /ˌsiː tiː ˈɑːr/ | C T R | acronym | community-consensus | (no source)
CPC | /ˌsiː piː ˈsiː/ | C P C | acronym | community-consensus | (no source)
CPM | /ˌsiː piː ˈɛm/ | C P M | acronym | community-consensus | (no source)
ROAS | /ˈroʊ æs/ | ROW ass | acronym | contested | (no source)
MoM | /ˌɛm oʊ ˈɛm/ | M O M | acronym | contested | (no source)
YoY | /ˌwaɪ oʊ ˈwaɪ/ | Y O Y | acronym | community-consensus | (no source)
QoQ | /ˌkjuː oʊ ˈkjuː/ | Q O Q | acronym | community-consensus | (no source)
NDA | /ˌɛn diː ˈeɪ/ | N D A | acronym | community-consensus | (no source)
MSA | /ˌɛm ɛs ˈeɪ/ | M S A | acronym | community-consensus | (no source)
SOW | /saʊ/ | sow | acronym | contested | (no source)
RFP | /ˌɑːr ɛf ˈpiː/ | R F P | acronym | community-consensus | (no source)
NLP | /ˌɛn ɛl ˈpiː/ | N L P | acronym | community-consensus | (no source)
PII | /ˌpiː aɪ ˈaɪ/ | P I I | acronym | contested | (no source)
anaconda | /ˌænəˈkɑːndə/ | anna konda | product | community-consensus | (no source)
ansible | /ˈænsɪbəl/ | ann sih bull | product | community-consensus | (no source)
cache | /kæʃ/ | cash | cs-term | community-consensus | (no source)
chown | /tʃaʊn/ | choun | cli-tool | contested | (no source)
chroot | /ˈtʃruːt/ | ch root | cli-tool | contested | (no source)
clang | /klæŋ/ | klang | tool | community-consensus | (no source)
cmake | /ˈsiːmeɪk/ | see make | tool | community-consensus | (no source)
conda | /ˈkɑːndə/ | kon duh | tool | community-consensus | (no source)
couchbase | /ˈkaʊtʃbeɪs/ | couch base | product | community-consensus | (no source)
cron | /krɑːn/ | kron | cli-tool | contested | (no source)
crontab | /ˈkrɑːntæb/ | kron tab | cli-tool | community-consensus | (no source)
daemon | /ˈdiːmən/ | dee mun | cs-term | contested | (no source)
deque | /dɛk/ | deck | cs-term | contested | (no source)
epoll | /ˈiː pɒl/ | ee poll | cs-term | community-consensus | (no source)
fsck | /ˌɛf ɛs siː ˈkeɪ/ | eff ess see kay | cli-tool | contested | (no source)
gcc | /ˌdʒiː siː ˈsiː/ | jee see see | tool | community-consensus | (no source)
gdb | /ˌdʒiː diː ˈbiː/ | jee dee bee | tool | community-consensus | (no source)
gem | /dʒɛm/ | jem | cli-tool | community-consensus | (no source)
golang | /ˈɡoʊlæŋ/ | go lang | project | community-consensus | https://go.dev/
grub | /ɡrʌb/ | grub | tool | community-consensus | (no source)
initrd | /ɪˈnɪt ɑːr diː/ | in it ar dee | cs-term | community-consensus | (no source)
kernel | /ˈkɜːrnəl/ | kur nul | cs-term | community-consensus | (no source)
kibana | /kɪˈbɑːnə/ | kih bah nuh | product | community-consensus | (no source)
kubeadm | /ˌkuːb ˈædmɪn/ | koob admin | cli-tool | contested | (no source)
llvm | /ˌɛl ɛl viː ˈɛm/ | ell ell vee em | tool | community-consensus | (no source)
malloc | /ˈmælɒk/ | mal ock | cs-term | contested | (no source)
mariadb | /məˈriːə diː biː/ | muh ree uh dee bee | product | community-consensus | (no source)
matplotlib | /ˈmæt plɒt lɪb/ | mat plot lib | product | community-consensus | (no source)
mmap | /ˈɛm mæp/ | em map | cs-term | community-consensus | (no source)
niche | /niːʃ/ | neesh | cs-term | contested | (no source)
nuget | /ˈnuː ɡɛt/ | new get | tool | contested | https://learn.microsoft.com/nuget/
protobuf | /ˈproʊtoʊ bʌf/ | pro toe buff | tool | community-consensus | (no source)
psql | /ˌpiː ɛs kjuː ˈɛl/ | pee ess cue ell | cli-tool | community-consensus | (no source)
pypi | /ˈpaɪ piː ˈaɪ/ | pie pee eye | product | community-consensus | https://pypi.org/
queue | /kjuː/ | cue | cs-term | community-consensus | (no source)
rake | /reɪk/ | rake | cli-tool | community-consensus | (no source)
regexp | /ˈrɛɡ ɛksp/ | reg exp | cs-term | community-consensus | (no source)
sbt | /ˌɛs biː ˈtiː/ | ess bee tee | tool | community-consensus | (no source)
schema | /ˈskiːmə/ | skee muh | cs-term | community-consensus | (no source)
scp | /ˌɛs siː ˈpiː/ | ess see pee | cli-tool | community-consensus | (no source)
sed | /sɛd/ | sed | cli-tool | contested | (no source)
segue | /ˈsɛɡweɪ/ | seg way | cs-term | community-consensus | (no source)
struct | /strʌkt/ | struckt | cs-term | community-consensus | (no source)
tuple | /ˈtuːpəl/ | too pul | cs-term | contested | (no source)
vim | /vɪm/ | vim | tool | community-consensus | (no source)
zookeeper | /ˈzuː kiːpər/ | zoo kee per | product | community-consensus | (no source)
alsa | /ˈælsə/ | al suh | product | community-consensus | (no source)
asciidoc | /ˈæski dɒk/ | ask ee dock | tool | community-consensus | (no source)
cosign | /ˈkoʊ saɪn/ | co sine | tool | community-consensus | (no source)
dovecot | /ˈdʌvkɒt/ | duv cot | product | community-consensus | (no source)
exim | /ˈɛksɪm/ | eks im | product | community-consensus | (no source)
firecracker | /ˈfaɪərˌkrækər/ | fire cracker | product | community-consensus | (no source)
fulcio | /ˈfʊlsi oʊ/ | fool see oh | tool | contested | (no source)
gentoo | /ˈdʒɛntuː/ | jen too | product | community-consensus | (no source)
gnome | /ɡəˈnoʊm/ | guh nome | product | contested | (no source)
graylog | /ˈɡreɪ lɒɡ/ | gray log | product | community-consensus | (no source)
guix | /ɡiːks/ | gheeks | product | creator-clarified | https://guix.gnu.org/
gvisor | /ˈdʒiː vaɪzər/ | jee visor | product | community-consensus | (no source)
hyprland | /ˈhaɪpər lænd/ | hyper land | product | community-consensus | (no source)
kakoune | /kæˈkuːn/ | kah koon | tool | community-consensus | (no source)
kaniko | /kəˈniːkoʊ/ | kah nee ko | tool | community-consensus | (no source)
kde | /ˌkeɪ diː ˈiː/ | kay dee ee | product | community-consensus | (no source)
keepalived | /ˌkiːp əˈlaɪvd/ | keep a lived | product | community-consensus | (no source)
keydb | /ˈkiː diː biː/ | key dee bee | product | community-consensus | (no source)
mastodon | /ˈmæstədɒn/ | mass tuh don | product | community-consensus | (no source)
matrix | /ˈmeɪtrɪks/ | may tricks | product | community-consensus | (no source)
mesa | /ˈmeɪsə/ | may suh | product | community-consensus | (no source)
mesos | /ˈmiːsoʊs/ | mee sose | product | contested | (no source)
mimir | /ˈmiːmɪr/ | mee meer | product | community-consensus | (no source)
mkdocs | /ˌɛm keɪ ˈdɒks/ | em kay docks | tool | community-consensus | (no source)
ngrok | /ˈɛn ɡrɒk/ | en grok | tool | contested | (no source)
nixos | /ˈnɪks oʊ ɛs/ | niks oh ess | product | community-consensus | (no source)
openshift | /ˈoʊpən ʃɪft/ | open shift | product | community-consensus | (no source)
opensuse | /ˌoʊpən ˈsuːzə/ | open soo zuh | product | community-consensus | (no source)
opentofu | /ˈoʊpən toʊfuː/ | open tofu | tool | community-consensus | (no source)
pandoc | /ˈpæn dɒk/ | pan dock | tool | community-consensus | (no source)
pipewire | /ˈpaɪp waɪər/ | pipe wire | product | community-consensus | (no source)
postfix | /ˈpoʊst fɪks/ | post fix | product | community-consensus | (no source)
pulseaudio | /ˈpʌls ˌɔːdi oʊ/ | pulse audio | product | community-consensus | (no source)
pyroscope | /ˈpaɪroʊ skoʊp/ | pie ro scope | product | community-consensus | (no source)
qt | /kjuːt/ | cute | tool | creator-clarified | https://www.qt.io/
quarto | /ˈkwɑːrtoʊ/ | kwar toe | tool | community-consensus | (no source)
quay | /kiː/ | key | product | creator-clarified | https://quay.io/
rancher | /ˈræntʃər/ | ran cher | product | community-consensus | (no source)
rekor | /ˈriːkɔːr/ | ree core | tool | community-consensus | (no source)
scylla | /ˈsɪlə/ | sill uh | product | community-consensus | (no source)
sequel | /ˈsiːkwəl/ | see kwul | cs-term | community-consensus | (no source)
sigstore | /ˈsɪɡ stɔːr/ | sig store | tool | community-consensus | (no source)
slsa | /ˈsælsə/ | salsa | abbreviation | creator-clarified | https://slsa.dev/
sphinx | /sfɪŋks/ | sfinks | tool | community-consensus | (no source)
squid | /skwɪd/ | skwid | product | community-consensus | (no source)
suse | /ˈsuːzə/ | soo zuh | product | community-consensus | (no source)
sway | /sweɪ/ | sway | tool | community-consensus | (no source)
synapse | /ˈsɪnæps/ | sin aps | product | community-consensus | (no source)
talos | /ˈteɪlɒs/ | tay loss | product | community-consensus | (no source)
thanos | /ˈθænɒs/ | than oss | product | community-consensus | (no source)
varnish | /ˈvɑːrnɪʃ/ | var nish | product | community-consensus | (no source)
victoriametrics | /vɪkˈtɔːriə ˈmɛtrɪks/ | victoria metrics | product | community-consensus | (no source)
vulkan | /ˈvʌlkən/ | vul kun | product | community-consensus | (no source)
wayland | /ˈweɪlænd/ | way land | product | community-consensus | (no source)
xfce | /ˌɛks ɛf siː ˈiː/ | eks eff see ee | product | community-consensus | (no source)
zipkin | /ˈzɪpkɪn/ | zip kin | product | community-consensus | (no source)
zola | /ˈzoʊlə/ | zoh luh | tool | community-consensus | (no source)
bulma | /ˈbʊlmə/ | bull muh | product | community-consensus | (no source)
celery | /ˈsɛləri/ | sell er ee | tool | community-consensus | (no source)
directus | /dɪˈrɛktəs/ | dih rek tus | product | community-consensus | (no source)
knex | /kəˈnɛks/ | kuh nex | tool | community-consensus | (no source)
kysely | /ˈkiːsəli/ | kee suh lee | tool | contested | (no source)
mongoose | /ˈmɒŋɡuːs/ | mong goose | tool | community-consensus | (no source)
payloadcms | /ˈpeɪloʊd ɛs ɛm ɛs/ | pay load ess em ess | product | community-consensus | (no source)
sequelize | /ˈsiːkwəlaɪz/ | see kwul ize | tool | community-consensus | (no source)
strapi | /ˈstrɑːpi/ | strah pee | product | contested | (no source)
sveltekit | /ˈsvɛlt kɪt/ | svelt kit | product | community-consensus | (no source)
zapier | /ˈzæpiər/ | zap ee er | product | creator-clarified | https://zapier.com/
torvalds | /ˈtɔːrvɔːldz/ | tor valdz | person | community-consensus | (no source)
guido | /ˈɣiːdoʊ/ | ghee doh | person | contested | (no source)
stroustrup | /ˈstroʊstrʊp/ | strow strup | person | community-consensus | (no source)
matsumoto | /ˌmætsuˈmoʊtoʊ/ | mat soo mo toe | person | community-consensus | (no source)
matz | /mæts/ | mats | person | community-consensus | (no source)
hejlsberg | /ˈhaɪlzbɜːrɡ/ | hilez berg | person | community-consensus | (no source)
hickey | /ˈhɪki/ | hick ee | person | community-consensus | (no source)
valim | /vɐˈlĩ/ | vah leem | person | community-consensus | (no source)
dahl | /dɑːl/ | dahl | person | community-consensus | (no source)
hykes | /haɪks/ | hikes | person | community-consensus | (no source)
knuth | /kəˈnuːθ/ | kuh nooth | person | community-consensus | (no source)
kernighan | /ˈkɜːrnɪhæn/ | kur nih han | person | community-consensus | (no source)
ritchie | /ˈrɪtʃi/ | rich ee | person | community-consensus | (no source)
liskov | /ˈlɪskɒv/ | liss kov | person | community-consensus | (no source)
cerf | /sɜːrf/ | surf | person | community-consensus | (no source)
lecun | /ləˈkʌn/ | luh cun | person | community-consensus | (no source)
bengio | /bɛnˈʒioʊ/ | ben zhee oh | person | community-consensus | (no source)
sutskever | /ˈsʌtskɪvər/ | suts kih ver | person | community-consensus | (no source)
hassabis | /həˈsæbɪs/ | huh sab iss | person | community-consensus | (no source)
hinton | /ˈhɪntən/ | hin tun | person | community-consensus | (no source)
buterin | /ˈbjuːtərɪn/ | byoo ter in | person | community-consensus | (no source)
vogels | /ˈvoʊɡəlz/ | voh gulz | person | community-consensus | (no source)
raadt | /də ˈrɑːt/ | duh raht | person | community-consensus | (no source)
poettering | /ˈpœtərɪŋ/ | pet er ing | person | contested | (no source)
bellard | /bɛˈlɑːr/ | bell ar | person | community-consensus | (no source)
heinemeier | /ˈhaɪnəmaɪər/ | hine my er | person | community-consensus | (no source)
otwell | /ˈɒtwɛl/ | ot well | person | community-consensus | (no source)
tiangolo | /tjɑːnˈɡoʊloʊ/ | tyahn go lo | person | community-consensus | (no source)
lerdorf | /ˈlɜːrdɔːrf/ | lur dorf | person | community-consensus | (no source)
nakamoto | /ˌnɑːkəˈmoʊtoʊ/ | nah kah mo toe | person | community-consensus | (no source)
alpaca | /ælˈpækə/ | al pack uh | product | community-consensus | (no source)
altair | /ælˈtɛər/ | al tair | tool | contested | (no source)
automatic1111 | /ˌɔːtəˈmætɪk ɪˈlɛvən ɪˈlɛvən/ | automatic eleven eleven | product | community-consensus | (no source)
bark | /bɑːrk/ | bark | product | community-consensus | (no source)
bentoml | /ˈbɛntoʊ ɛm ɛl/ | bento em ell | tool | community-consensus | (no source)
bokeh | /ˈboʊkeɪ/ | boh kay | tool | contested | (no source)
catboost | /ˈkæt buːst/ | cat boost | tool | community-consensus | (no source)
colab | /ˈkoʊlæb/ | co lab | product | community-consensus | (no source)
coreml | /ˈkɔːr ɛm ɛl/ | core em ell | tool | community-consensus | (no source)
deberta | /diːˈbɜːrtə/ | dee bur tuh | product | community-consensus | (no source)
diffusers | /dɪˈfjuːzərz/ | dih fyoo zers | tool | community-consensus | (no source)
einops | /ˈaɪnɒps/ | eyen ops | tool | community-consensus | (no source)
flax | /flæks/ | flaks | tool | community-consensus | (no source)
flowise | /ˈfloʊwaɪz/ | flo wize | tool | community-consensus | (no source)
fooocus | /ˈfoʊkəs/ | focus | product | community-consensus | (no source)
gensim | /ˈdʒɛnsɪm/ | jen sim | tool | community-consensus | (no source)
ggml | /ˌdʒiː dʒiː ɛm ˈɛl/ | jee jee em ell | tool | community-consensus | (no source)
gguf | /ˌdʒiː dʒiː juː ˈɛf/ | jee jee you eff | abbreviation | community-consensus | (no source)
invokeai | /ɪnˈvoʊk eɪ aɪ/ | in voke ay eye | product | community-consensus | (no source)
kaggle | /ˈkæɡəl/ | kag ul | product | community-consensus | (no source)
kubeflow | /ˈkuːb floʊ/ | koob flow | tool | community-consensus | (no source)
lancedb | /ˈlæns diː biː/ | lance dee bee | product | community-consensus | (no source)
langflow | /ˈlæŋ floʊ/ | lang flow | tool | community-consensus | (no source)
langgraph | /ˈlæŋ ɡræf/ | lang graf | tool | community-consensus | (no source)
lightgbm | /ˈlaɪt dʒiː biː ɛm/ | light jee bee em | tool | community-consensus | (no source)
llamafile | /ˈlɑːmə faɪl/ | lah muh file | tool | community-consensus | (no source)
mamba | /ˈmæmbə/ | mam buh | product | community-consensus | (no source)
mlx | /ˌɛm ɛl ˈɛks/ | em ell eks | tool | community-consensus | (no source)
nltk | /ˌɛn ɛl tiː ˈkeɪ/ | en ell tee kay | tool | community-consensus | (no source)
olmo | /ˈoʊlmoʊ/ | ol mo | product | community-consensus | (no source)
openvino | /ˌoʊpən ˈviːnoʊ/ | open vee no | tool | community-consensus | (no source)
pgvector | /ˌpiː dʒiː ˈvɛktər/ | pee jee vector | tool | community-consensus | (no source)
piper | /ˈpaɪpər/ | pipe er | tool | community-consensus | (no source)
plotly | /ˈplɒtli/ | plot lee | tool | community-consensus | (no source)
pythia | /ˈpɪθiə/ | pith ee uh | product | community-consensus | (no source)
roberta | /roʊˈbɜːrtə/ | ro bur tuh | product | community-consensus | (no source)
rwkv | /ˌɑːr dʌbəljuː keɪ ˈviː/ | ar double you kay vee | product | community-consensus | (no source)
safetensors | /ˈseɪf tɛnsərz/ | safe tensors | tool | community-consensus | (no source)
scikit | /ˈsaɪ kɪt/ | sigh kit | tool | community-consensus | (no source)
seaborn | /ˈsiːbɔːrn/ | see born | tool | community-consensus | (no source)
sklearn | /ˌɛs keɪ ˈlɜːrn/ | ess kay learn | tool | community-consensus | (no source)
spacy | /ˈspeɪsi/ | spay see | tool | community-consensus | (no source)
tokenizers | /ˈtoʊkənaɪzərz/ | toke en eye zers | tool | community-consensus | (no source)
vespa | /ˈvɛspə/ | vess puh | product | community-consensus | (no source)
vits | /vɪts/ | vits | product | contested | (no source)
wandb | /ˌdʌbəljuː ænd ˈbiː/ | double you and bee | tool | community-consensus | (no source)
xgboost | /ˌɛks dʒiː ˈbuːst/ | eks jee boost | tool | community-consensus | (no source)
abbeel | /ˈɑːbiːl/ | ah beel | person | community-consensus | (no source)
altman | /ˈɔːltmən/ | alt mun | person | community-consensus | (no source)
amodei | /ˌɑːmoʊˈdeɪ/ | ah mo day | person | community-consensus | (no source)
bahdanau | /ˌbɑːdɑːˈnaʊ/ | bah dah now | person | community-consensus | (no source)
brockman | /ˈbrɒkmən/ | brock mun | person | community-consensus | (no source)
chollet | /ʃɔːˈleɪ/ | show lay | person | community-consensus | (no source)
devlin | /ˈdɛvlɪn/ | dev lin | person | community-consensus | (no source)
goodfellow | /ˈɡʊdfɛloʊ/ | good fellow | person | community-consensus | (no source)
hochreiter | /ˈhɔːxraɪtər/ | hoke ry ter | person | community-consensus | (no source)
howard | /ˈhaʊərd/ | how erd | person | community-consensus | (no source)
huang | /hwɑːŋ/ | hwang | person | community-consensus | (no source)
kingma | /ˈkɪŋmə/ | king muh | person | community-consensus | (no source)
krizhevsky | /krɪˈʒɛfski/ | krih zhef skee | person | community-consensus | (no source)
mikolov | /ˈmiːkəlɒf/ | mee koh lof | person | community-consensus | (no source)
mnih | /məˈniː/ | muh nee | person | community-consensus | (no source)
ng | /ɪŋ/ | ing | person | contested | (no source)
polosukhin | /ˌpɒloʊˈsuːkɪn/ | po lo soo kin | person | community-consensus | (no source)
raffel | /ˈræfəl/ | raf ul | person | community-consensus | (no source)
ramesh | /ˈrɑːmɛʃ/ | rah mesh | person | community-consensus | (no source)
rombach | /ˈrɒmbɑːx/ | rom bahk | person | community-consensus | (no source)
schmidhuber | /ˈʃmɪthuːbər/ | shmit hoo ber | person | community-consensus | (no source)
shazeer | /ʃəˈzɪər/ | shuh zeer | person | community-consensus | (no source)
szegedy | /ˈsɛɡɛdi/ | seg eh dee | person | community-consensus | (no source)
uszkoreit | /ˈuːʃkɔːraɪt/ | oosh kor ite | person | community-consensus | (no source)
vaswani | /vəˈswɑːni/ | vuh swah nee | person | community-consensus | (no source)
vinyals | /viˈɲals/ | vin yals | person | community-consensus | (no source)
wojciech | /ˈvɔɪtɛx/ | voy tekh | person | community-consensus | (no source)
zaremba | /zəˈrɛmbə/ | zuh rem buh | person | community-consensus | (no source)
glm | /ˌdʒiː ɛl ˈɛm/ | jee ell em | product | community-consensus | (no source)
zhipu | /ˈdʒiː puː/ | jee poo | product | contested | (no source)
ernie | /ˈɜːrni/ | er nee | product | community-consensus | (no source)
internlm | /ˌɪntɜːrn ɛl ˈɛm/ | intern ell em | product | community-consensus | (no source)
moonshot | /ˈmuːnʃɒt/ | moon shot | product | community-consensus | (no source)
openhands | /ˈoʊpən hændz/ | open hands | product | community-consensus | (no source)
opendevin | /ˈoʊpən ˌdɛvɪn/ | open dev in | product | community-consensus | (no source)
goose | /ɡuːs/ | goose | tool | community-consensus | (no source)
serde | /sɜːrˈdiː/ | sir dee | tool | contested | (no source)
yew | /juː/ | you | tool | community-consensus | (no source)
clap | /klæp/ | clap | tool | community-consensus | (no source)
rayon | /ˈreɪɒn/ | ray on | tool | community-consensus | (no source)
wasmer | /ˈwɑːzmər/ | wahz mer | product | contested | (no source)
elysia | /ɛˈlɪziə/ | eh lih zee uh | tool | community-consensus | (no source)
effect | /ɪˈfɛkt/ | ih fekt | tool | community-consensus | (no source)
nitro | /ˈnaɪtroʊ/ | ny tro | tool | community-consensus | (no source)
valibot | /ˈvælɪbɒt/ | val ih bot | tool | community-consensus | (no source)
million | /ˈmɪljən/ | mill yun | tool | community-consensus | (no source)
rolldown | /ˈroʊldaʊn/ | roll down | tool | community-consensus | (no source)
convex | /ˈkɒnvɛks/ | kon veks | product | community-consensus | (no source)
xata | /ˈzɑːtə/ | zah tah | product | community-consensus | (no source)
axiom | /ˈæksiəm/ | ak see um | product | community-consensus | (no source)
quickwit | /ˈkwɪkwɪt/ | quick wit | product | community-consensus | (no source)
reflex | /ˈriːflɛks/ | ree fleks | tool | community-consensus | (no source)
zstd | /ˌziː ˈstændərd/ | zee standard | abbreviation | contested | (no source)
warp | /wɔːrp/ | warp | product | community-consensus | (no source)
eta | /ˈeɪtə/ | ay tuh | cs-term | contested | (no source)
nu | /njuː/ | new | cs-term | community-consensus | (no source)
psi | /saɪ/ | sigh | cs-term | contested | (no source)
xi | /zaɪ/ | zye | cs-term | contested | (no source)
rho | /roʊ/ | roh | cs-term | community-consensus | (no source)
tau | /taʊ/ | tau | cs-term | contested | (no source)
zeta | /ˈzeɪtə/ | zay tuh | cs-term | contested | (no source)
omega | /oʊˈmeɪɡə/ | oh may guh | cs-term | community-consensus | (no source)
omicron | /ˈɒmɪkrɒn/ | om ih kron | cs-term | contested | (no source)
upsilon | /ˈʌpsɪlɒn/ | up sih lon | cs-term | contested | (no source)
athena | /əˈθiːnə/ | uh thee nuh | product | community-consensus | (no source)
aurora | /ɔːˈrɔːrə/ | uh ror uh | product | community-consensus | (no source)
bedrock | /ˈbɛdrɒk/ | bed rock | product | community-consensus | (no source)
bigquery | /ˈbɪɡ ˌkwɪri/ | big kweer ee | product | community-consensus | (no source)
cloudfront | /ˈklaʊd frʌnt/ | cloud frunt | product | community-consensus | (no source)
cognito | /kɒɡˈniːtoʊ/ | kog nee toh | product | community-consensus | (no source)
fargate | /ˈfɑːrɡeɪt/ | far gate | product | community-consensus | (no source)
kinesis | /kɪˈniːsɪs/ | kih nee sis | product | community-consensus | (no source)
redshift | /ˈrɛdʃɪft/ | red shift | product | community-consensus | (no source)
sagemaker | /ˈseɪdʒmeɪkər/ | sage maker | product | community-consensus | (no source)
sqs | /ˌɛs kjuː ˈɛs/ | ess cue ess | abbreviation | community-consensus | (no source)
sns | /ˌɛs ɛn ˈɛs/ | ess en ess | abbreviation | community-consensus | (no source)
vpc | /ˌviː piː ˈsiː/ | vee pee see | abbreviation | community-consensus | (no source)
pubsub | /ˈpʌbsʌb/ | pub sub | product | community-consensus | (no source)
firebase | /ˈfaɪərbeɪs/ | fire base | product | community-consensus | (no source)
metamask | /ˈmɛtəmɑːsk/ | met uh mask | product | community-consensus | (no source)
avif | /ˈeɪvɪf/ | ay vif | abbreviation | community-consensus | (no source)
heic | /ˌeɪtʃ iː aɪ ˈsiː/ | aitch ee eye see | abbreviation | contested | (no source)
webp | /ˌwɛb ˈpiː/ | web pee | abbreviation | community-consensus | (no source)
flac | /flæk/ | flak | abbreviation | community-consensus | (no source)
ogg | /ɒɡ/ | og | abbreviation | community-consensus | (no source)
mkv | /ˌɛm keɪ ˈviː/ | em kay vee | abbreviation | community-consensus | (no source)
svg | /ˌɛs viː ˈdʒiː/ | ess vee jee | abbreviation | community-consensus | (no source)
jpeg | /ˈdʒeɪpɛɡ/ | jay peg | abbreviation | community-consensus | (no source)
ico | /ˈaɪkoʊ/ | eye koh | abbreviation | contested | (no source)
woff | /wɒf/ | woff | abbreviation | community-consensus | (no source)
facade | /fəˈsɑːd/ | fuh sahd | cs-term | community-consensus | (no source)
paradigm | /ˈpærədaɪm/ | pa ruh dime | cs-term | community-consensus | (no source)
heuristic | /hjʊˈrɪstɪk/ | hyoo riss tik | cs-term | community-consensus | (no source)
mnemonic | /nɪˈmɒnɪk/ | nih mon ik | cs-term | community-consensus | (no source)
ephemeral | /ɪˈfɛmərəl/ | ih fem er ul | cs-term | community-consensus | (no source)
pseudo | /ˈsuːdoʊ/ | soo doh | cs-term | community-consensus | (no source)
quasi | /ˈkweɪzaɪ/ | kway zye | cs-term | contested | (no source)
verbose | /vɜːrˈboʊs/ | ver bohss | cs-term | community-consensus | (no source)
pycharm | /ˈpaɪtʃɑːrm/ | pie charm | product | community-consensus | (no source)
webstorm | /ˈwɛbstɔːrm/ | web storm | product | community-consensus | (no source)
spring | /sprɪŋ/ | spring | product | community-consensus | (no source)
opengl | /ˌoʊpən dʒiː ˈɛl/ | open jee ell | abbreviation | community-consensus | (no source)
directx | /dɪˈrɛkt ɛks/ | dih rekt eks | product | community-consensus | (no source)
metal | /ˈmɛtəl/ | met ul | product | community-consensus | (no source)
threejs | /ˌθriː dʒeɪ ˈɛs/ | three jay ess | product | community-consensus | (no source)
distill | /dɪˈstɪl/ | dih still | cs-term | community-consensus | (no source)
distillation | /ˌdɪstɪˈleɪʃən/ | diss tih lay shun | cs-term | community-consensus | (no source)
quantize | /ˈkwɒntaɪz/ | kwon tize | cs-term | community-consensus | (no source)
quantization | /ˌkwɒntɪˈzeɪʃən/ | kwon tih zay shun | cs-term | community-consensus | (no source)
logits | /ˈloʊdʒɪts/ | loh jits | cs-term | community-consensus | (no source)
epoch | /ˈɛpək/ | ep uk | cs-term | contested | (no source)
stochastic | /stəˈkæstɪk/ | stuh kass tik | cs-term | community-consensus | (no source)
bayesian | /ˈbeɪziən/ | bay zee un | cs-term | contested | (no source)
gaussian | /ˈɡaʊsiən/ | gow see un | cs-term | community-consensus | (no source)
euler | /ˈɔɪlər/ | oy ler | cs-term | community-consensus | (no source)
eigen | /ˈaɪɡən/ | eye gun | cs-term | community-consensus | (no source)
