# say-it community pronunciation dictionary — General American only.
#
# Columns (TAB-separated, case-insensitive lookup on `word`):
#   1. word               the lookup key
#   2. ipa                primary GenAm IPA, with stress marks (for display + future SSML backends)
#   3. respelling_us      English-like phonetic respelling, fed verbatim to macOS `say` (the path that actually works today)
#   4. alt_ipa            `|`-separated alternative IPAs, or empty
#   5. alt_respelling_us  `|`-separated alternative respellings, paired with alt_ipa by index, or empty
#   6. source_url         best citation: documented pronunciation page, official FAQ, Wikipedia anchor, etc. Leave empty if unverified.
#   7. source_label       human-readable source label (e.g. "GNU Project official", "Wikipedia § Pronunciation")
#   8. category           project | product | cli-tool | tool | cs-term | acronym | abbreviation
#   9. confidence         creator-clarified | community-consensus | contested
#                         Only use `creator-clarified` when source_url documents a creator quote / official FAQ entry.
#  10. notes              editorial context (never spoken)
#
# Why English respelling rather than IPA/PHON phonemes?
#   macOS `say` (2026 era) does not parse `[[inpt PHON]]` markup or SSML `<phoneme>` tags — both are read as literal
#   text. So we feed plain English-like spellings that the TTS's internal letter-to-sound rules render acceptably.
#   The `ipa` column is retained for display, for future cloud TTS, and for the Windows SAPI backend (which DOES
#   honor SSML phoneme tags).
#
# Adding entries:
#   - All entries are best-effort and welcome PRs to improve. Confidence should reflect what the source URL actually
#     proves, not what you believe to be true. When in doubt, mark `community-consensus` and let a future PR upgrade
#     with a real citation.
#
word	ipa	respelling_us	alt_ipa	alt_respelling_us	source_url	source_label	category	confidence	notes
woff	/wɒf/	woff					abbreviation	community-consensus	Web Open Font Format; "woff".
facade	/fəˈsɑːd/	fuh sahd					cs-term	community-consensus	Design pattern; "fuh-SAHD" (the ç/c is soft).
paradigm	/ˈpærədaɪm/	pa ruh dime					cs-term	community-consensus	"PA-ruh-dime"; the g is silent.
heuristic	/hjʊˈrɪstɪk/	hyoo riss tik					cs-term	community-consensus	"hyoo-RISS-tik".
mnemonic	/nɪˈmɒnɪk/	nih mon ik					cs-term	community-consensus	"nih-MON-ik"; the m is silent.
ephemeral	/ɪˈfɛmərəl/	ih fem er ul					cs-term	community-consensus	Short-lived (ephemeral storage/ports); "ih-FEM-er-ul".
pseudo	/ˈsuːdoʊ/	soo doh					cs-term	community-consensus	"SOO-doh"; the p is silent. Not the same as `sudo`.
quasi	/ˈkweɪzaɪ/	kway zye	/ˈkwɑːzi/	kwah zee			cs-term	contested	"KWAY-zye" (US) vs "KWAH-zee".
verbose	/vɜːrˈboʊs/	ver bohss					cs-term	community-consensus	As in --verbose; "ver-BOHSS".
pycharm	/ˈpaɪtʃɑːrm/	pie charm					product	community-consensus	JetBrains Python IDE; "PIE-charm".
webstorm	/ˈwɛbstɔːrm/	web storm					product	community-consensus	JetBrains JS IDE; "web-storm".
spring	/sprɪŋ/	spring					product	community-consensus	Java framework; "spring", like the season.
opengl	/ˌoʊpən dʒiː ˈɛl/	open jee ell					abbreviation	community-consensus	Graphics API; "open-G-L".
directx	/dɪˈrɛkt ɛks/	dih rekt eks					product	community-consensus	Microsoft graphics API; "Direct-X".
metal	/ˈmɛtəl/	met ul					product	community-consensus	Apple graphics API; "metal", like the material.
threejs	/ˌθriː dʒeɪ ˈɛs/	three jay ess					product	community-consensus	Three.js WebGL library; "three-J-S".
distill	/dɪˈstɪl/	dih still					cs-term	community-consensus	Knowledge distillation: train a small model to mimic a big one; "dih-STILL".
distillation	/ˌdɪstɪˈleɪʃən/	diss tih lay shun					cs-term	community-consensus	The process of distilling a model; "diss-tih-LAY-shun".
quantize	/ˈkwɒntaɪz/	kwon tize					cs-term	community-consensus	Reduce numeric precision (model quantization); "KWON-tize".
quantization	/ˌkwɒntɪˈzeɪʃən/	kwon tih zay shun					cs-term	community-consensus	Compressing weights to lower precision; "kwon-tih-ZAY-shun".
logits	/ˈloʊdʒɪts/	loh jits					cs-term	community-consensus	Raw pre-softmax outputs; "LOH-jits" (soft g).
epoch	/ˈɛpək/	ep uk	/ˈiːpɒk/	ee pok			cs-term	contested	One full pass over the training data; US "EP-uk", also "EE-pok".
stochastic	/stəˈkæstɪk/	stuh kass tik					cs-term	community-consensus	Random (stochastic gradient descent); "stuh-KASS-tik".
bayesian	/ˈbeɪziən/	bay zee un	/ˈbeɪʒən/	bay zhun			cs-term	contested	From Bayes; "BAY-zee-un" or "BAY-zhun".
gaussian	/ˈɡaʊsiən/	gow see un					cs-term	community-consensus	From Gauss (normal distribution); "GOW-see-un".
euler	/ˈɔɪlər/	oy ler					cs-term	community-consensus	Mathematician Euler; "OY-ler", not "YOO-ler".
eigen	/ˈaɪɡən/	eye gun					cs-term	community-consensus	German prefix (eigenvalue/eigenvector); "EYE-gun".
eigenvalue	/ˈaɪɡənˌvæljuː/	eye gun val yoo					cs-term	community-consensus	"EYE-gun-val-yoo".
jacobian	/dʒəˈkoʊbiən/	juh koh bee un					cs-term	community-consensus	Matrix of first-order partial derivatives; "juh-KOH-bee-un".
lagrange	/ləˈɡrɑːnʒ/	luh grahnzh					cs-term	community-consensus	Mathematician Lagrange; "luh-GRAHNZH". French.
lagrangian	/ləˈɡrɑːndʒiən/	luh grahn jee un					cs-term	community-consensus	"luh-GRAHN-jee-un" (Lagrange multipliers).
riemann	/ˈriːmɑːn/	ree mahn					cs-term	community-consensus	Mathematician Riemann; "REE-mahn". German.
ablation	/əˈbleɪʃən/	uh blay shun					cs-term	community-consensus	Ablation study: remove a part to measure its effect; "uh-BLAY-shun".
annealing	/əˈniːlɪŋ/	uh nee ling					cs-term	community-consensus	Simulated annealing (optimization); "uh-NEE-ling".
asymptotic	/ˌæsɪmpˈtɒtɪk/	ass im tot ik					cs-term	community-consensus	Behavior in the limit; "ass-im-TOT-ik".
backprop	/ˈbækprɒp/	back prop					cs-term	community-consensus	Short for backpropagation; "back-prop".
backpropagation	/ˌbækprɒpəˈɡeɪʃən/	back prop uh gay shun					cs-term	community-consensus	Gradient computation through the network; "back-prop-uh-GAY-shun".
centroid	/ˈsɛntrɔɪd/	sen troyd					cs-term	community-consensus	Cluster center (k-means); "SEN-troyd".
corpus	/ˈkɔːrpəs/	kor pus					cs-term	community-consensus	A body of text/data; "KOR-pus". Plural: corpora.
corpora	/ˈkɔːrpərə/	kor per uh					cs-term	community-consensus	Plural of corpus; "KOR-per-uh".
cosine	/ˈkoʊsaɪn/	koh sine					cs-term	community-consensus	Cosine similarity; "KOH-sine".
covariance	/koʊˈvɛəriəns/	koh vair ee uns					cs-term	community-consensus	"koh-VAIR-ee-uns".
determinant	/dɪˈtɜːrmɪnənt/	dih ter mih nunt					cs-term	community-consensus	Scalar from a square matrix; "dih-TER-mih-nunt".
embedding	/ɪmˈbɛdɪŋ/	im bed ing					cs-term	community-consensus	Dense vector representation; "im-BED-ing".
ensemble	/ɒnˈsɒmbəl/	on som bul					cs-term	community-consensus	Combine multiple models; "on-SOM-bul". French.
entropy	/ˈɛntrəpi/	en truh pee					cs-term	community-consensus	Measure of uncertainty (cross-entropy loss); "EN-truh-pee".
hessian	/ˈhɛʃən/	hesh un					cs-term	community-consensus	Matrix of second-order partial derivatives; "HESH-un".
hyperparameter	/ˈhaɪpərpəˌræmɪtər/	hyper puh ram ih ter					cs-term	community-consensus	A setting chosen before training (lr, batch size); "hyper-puh-RAM-ih-ter".
inference	/ˈɪnfərəns/	in fer uns					cs-term	community-consensus	Running a trained model on new data; "IN-fer-uns".
laplace	/ləˈplɑːs/	luh plahss					cs-term	community-consensus	Mathematician Laplace; "luh-PLAHSS". French.
laplacian	/ləˈplɑːsiən/	luh plah see un					cs-term	community-consensus	"luh-PLAH-see-un" (graph Laplacian).
latent	/ˈleɪtənt/	lay tunt					cs-term	community-consensus	Hidden (latent space, latent diffusion); "LAY-tunt".
manifold	/ˈmænɪfoʊld/	man ih fold					cs-term	community-consensus	A curved space (manifold hypothesis); "MAN-ih-fold".
scalar	/ˈskeɪlər/	skay ler					cs-term	community-consensus	A single number; "SKAY-ler".
sigmoid	/ˈsɪɡmɔɪd/	sig moyd					cs-term	community-consensus	S-shaped activation function; "SIG-moyd".
tokenization	/ˌtoʊkənaɪˈzeɪʃən/	toh kun eye zay shun					cs-term	community-consensus	Splitting text into tokens; "toh-kun-eye-ZAY-shun".
dreamer	/ˈdriːmər/	dree mer					product	community-consensus	Hafner's world-model agent (DreamerV3); "DREE-mer".
dreamerv3	/ˈdriːmər viː ˈθriː/	dree mer vee three					product	community-consensus	Latest Dreamer world model; "Dreamer-V-three".
muzero	/ˈmjuː ˌzɪroʊ/	mew zee roh					product	community-consensus	DeepMind model-based RL (learns the model); "MEW-zee-roh".
alphazero	/ˈælfə ˌzɪroʊ/	al fuh zee roh					product	community-consensus	DeepMind self-play agent; "AL-fuh-ZEE-roh".
alphago	/ˈælfə ɡoʊ/	al fuh go					product	community-consensus	DeepMind Go agent; "AL-fuh-go".
alphafold	/ˈælfə foʊld/	al fuh fold					product	community-consensus	DeepMind protein-structure model; "AL-fuh-fold".
alphastar	/ˈælfə stɑːr/	al fuh star					product	community-consensus	DeepMind StarCraft II agent; "AL-fuh-star".
jepa	/ˈdʒɛpə/	jep uh					cs-term	community-consensus	Joint-Embedding Predictive Architecture (LeCun); "JEP-uh".
gato	/ˈɡɑːtoʊ/	gah toh					product	community-consensus	DeepMind generalist agent; "GAH-toh" (Spanish for cat).
rssm	/ˌɑːr ɛs ɛs ˈɛm/	ar ess ess em					abbreviation	community-consensus	Recurrent State-Space Model (Dreamer/PlaNet core); letters.
tdmpc	/ˌtiː diː ɛm piː ˈsiː/	tee dee em pee see					abbreviation	community-consensus	Temporal-Difference Model-Predictive Control; letters "TD-MPC".
octo	/ˈɒktoʊ/	ok toh					product	community-consensus	Open-source generalist robot policy; "OK-toh".
openvla	/ˈoʊpən viː ɛl ˈeɪ/	open vee ell ay					product	community-consensus	Open Vision-Language-Action model; "Open-V-L-A".
mujoco	/ˈmjuːdʒoʊkoʊ/	mew jo co			https://mujoco.org/	MuJoCo	product	creator-clarified	Multi-Joint dynamics with Contact physics engine; "MEW-jo-co".
isaac	/ˈaɪzək/	eye zik					product	community-consensus	NVIDIA Isaac Sim/Lab/Gym for robotics; "EYE-zik".
habitat	/ˈhæbɪtæt/	hab ih tat					product	community-consensus	Meta AI Habitat embodied-AI sim; "HAB-ih-tat".
gymnasium	/dʒɪmˈneɪziəm/	jim nay zee um					product	community-consensus	RL environment API (successor to OpenAI Gym); "jim-NAY-zee-um".
brax	/bræks/	bracks					product	community-consensus	JAX differentiable physics engine; "bracks".
pybullet	/ˈpaɪˌbʊlɪt/	pie bullet					product	community-consensus	Python bindings for Bullet physics; "pie-bullet".
gazebo	/ɡəˈziːboʊ/	guh zee boh					product	community-consensus	ROS robotics simulator; "guh-ZEE-boh".
webots	/ˈwɛbɒts/	web ots					product	community-consensus	Open-source robot simulator; "WEB-ots".
carla	/ˈkɑːrlə/	kar luh					product	community-consensus	Open driving simulator; "KAR-luh".
airsim	/ˈɛərsɪm/	air sim					product	community-consensus	Microsoft drone/car sim; "air-sim".
omniverse	/ˈɒmnɪvɜːrs/	om nih verse					product	community-consensus	NVIDIA simulation platform; "OM-nih-verse".
groot	/ɡruːt/	groot					product	community-consensus	NVIDIA GR00T humanoid foundation model; "groot".
maniskill	/ˈmænɪskɪl/	man ih skill					product	community-consensus	Manipulation-skill benchmark; "MAN-ih-skill".
aloha	/əˈloʊhɑː/	uh loh hah					product	community-consensus	Low-cost bimanual teleop robot; "uh-LOH-hah".
atari	/əˈtɑːri/	uh tar ee					product	community-consensus	Atari (ALE) RL benchmark; "uh-TAR-ee".
crafter	/ˈkræftər/	craf ter					product	community-consensus	Open-world RL benchmark; "CRAF-ter".
minerl	/ˌmaɪn ɑːr ˈɛl/	mine ar ell					product	community-consensus	Minecraft RL competition/env; "Mine-R-L".
minedojo	/ˈmaɪn doʊdʒoʊ/	mine doh joh					product	community-consensus	Open-ended Minecraft agent benchmark; "Mine-DOH-joh".
procgen	/ˈprɒkdʒɛn/	prock jen					product	community-consensus	Procedurally-generated RL benchmark; "PROCK-jen".
trpo	/ˈtɜːrpoʊ/	ter po					abbreviation	community-consensus	Trust Region Policy Optimization; "TER-po" or letters.
ddpg	/ˌdiː diː piː ˈdʒiː/	dee dee pee jee					abbreviation	community-consensus	Deep Deterministic Policy Gradient; letters "D-D-P-G".
sac	/sæk/	sack	/ˌɛs eɪ ˈsiː/	ess ay see			abbreviation	contested	Soft Actor-Critic; "sack" or letters "S-A-C".
impala	/ɪmˈpɑːlə/	im pah luh					product	community-consensus	Distributed RL architecture; "im-PAH-luh", like the antelope.
bellman	/ˈbɛlmən/	bell mun					cs-term	community-consensus	Bellman equation/backup; "BELL-mun".
markov	/ˈmɑːrkɒf/	mar koff					cs-term	community-consensus	Markov property/chain; "MAR-koff".
mdp	/ˌɛm diː ˈpiː/	em dee pee					abbreviation	community-consensus	Markov Decision Process; letters "M-D-P".
pomdp	/ˌpiː oʊ ɛm diː ˈpiː/	pee oh em dee pee	/ˈpɒm diː piː/	pom dee pee			abbreviation	contested	Partially-Observable MDP; "P-O-M-D-P" or "POM-D-P".
ergodic	/ɜːrˈɡɒdɪk/	er god ik					cs-term	community-consensus	Ergodic process (long-run = ensemble average); "er-GOD-ik".
quaternion	/kwəˈtɜːrniən/	kwuh ter nee un					cs-term	community-consensus	4-component rotation representation; "kwuh-TER-nee-un".
odometry	/oʊˈdɒmɪtri/	oh dom uh tree					cs-term	community-consensus	Motion estimation from sensors; "oh-DOM-uh-tree".
lidar	/ˈlaɪdɑːr/	lye dar					cs-term	community-consensus	Light Detection and Ranging; "LYE-dar".
proprioception	/ˌproʊprioʊˈsɛpʃən/	pro pree oh sep shun					cs-term	community-consensus	Sense of body state/joint angles; "pro-pree-oh-SEP-shun".
geodesic	/ˌdʒiːoʊˈdɛsɪk/	jee oh dess ik					cs-term	community-consensus	Shortest path on a manifold; "jee-oh-DESS-ik".
holonomic	/ˌhɒləˈnɒmɪk/	hol uh nom ik					cs-term	community-consensus	Constraint type in robotics; "hol-uh-NOM-ik".
kinematics	/ˌkɪnəˈmætɪks/	kin uh mat iks					cs-term	community-consensus	Motion without forces (forward/inverse); "kin-uh-MAT-iks".
slam	/slæm/	slam					cs-term	community-consensus	Simultaneous Localization And Mapping; "slam".
rollout	/ˈroʊlaʊt/	roll out					cs-term	community-consensus	Simulating a trajectory under a policy; "roll-out".
trajectory	/trəˈdʒɛktəri/	truh jek tuh ree					cs-term	community-consensus	Sequence of states/actions; "truh-JEK-tuh-ree".
embodied	/ɪmˈbɒdid/	im bod eed					cs-term	community-consensus	Embodied AI (agents with a body); "im-BOD-eed".
egocentric	/ˌiːɡoʊˈsɛntrɪk/	ee go sen trik					cs-term	community-consensus	First-person (egocentric video); "ee-go-SEN-trik".
allocentric	/ˌæloʊˈsɛntrɪk/	al oh sen trik					cs-term	community-consensus	World-centered frame of reference; "al-oh-SEN-trik".
CEO	/ˌsiː iː ˈoʊ/	see ee oh			https://en.wikipedia.org/wiki/Chief_executive_officer	Wikipedia	acronym	community-consensus	Chief Executive Officer; letters "C-E-O".
CTO	/ˌsiː tiː ˈoʊ/	see tee oh			https://en.wikipedia.org/wiki/Chief_technology_officer	Wikipedia	acronym	community-consensus	Chief Technology Officer; letters "C-T-O".
CFO	/ˌsiː ɛf ˈoʊ/	see eff oh			https://en.wikipedia.org/wiki/Chief_financial_officer	Wikipedia	acronym	community-consensus	Chief Financial Officer; letters "C-F-O".
COO	/ˌsiː oʊ ˈoʊ/	see oh oh			https://en.wikipedia.org/wiki/Chief_operating_officer	Wikipedia	acronym	community-consensus	Chief Operating Officer; letters "C-O-O".
CMO	/ˌsiː ɛm ˈoʊ/	see em oh			https://en.wikipedia.org/wiki/Chief_marketing_officer	Wikipedia	acronym	community-consensus	Chief Marketing Officer; letters "C-M-O".
CPO	/ˌsiː piː ˈoʊ/	see pee oh			https://en.wikipedia.org/wiki/Chief_product_officer	Wikipedia	acronym	community-consensus	Chief Product Officer (also Chief People Officer); letters "C-P-O".
CRO	/ˌsiː ɑːr ˈoʊ/	see ar oh			https://en.wikipedia.org/wiki/Chief_revenue_officer	Wikipedia	acronym	community-consensus	Chief Revenue Officer; letters "C-R-O".
CIO	/ˌsiː aɪ ˈoʊ/	see eye oh			https://en.wikipedia.org/wiki/Chief_information_officer	Wikipedia	acronym	community-consensus	Chief Information Officer; letters "C-I-O".
CISO	/ˈsiːsoʊ/	see soh	/ˌsiː aɪ ɛs ˈoʊ/	see eye ess oh	https://en.wikipedia.org/wiki/Chief_information_security_officer	Wikipedia	acronym	contested	Chief Information Security Officer; "SEE-soh" is dominant, letters also heard.
CSO	/ˌsiː ɛs ˈoʊ/	see ess oh			https://en.wikipedia.org/wiki/Chief_security_officer	Wikipedia	acronym	community-consensus	Chief Security/Strategy/Sustainability Officer; letters "C-S-O".
CHRO	/ˌsiː eɪtʃ ɑːr ˈoʊ/	see aitch ar oh			https://en.wikipedia.org/wiki/Chief_human_resources_officer	Wikipedia	acronym	community-consensus	Chief Human Resources Officer; letters "C-H-R-O".
CDO	/ˌsiː diː ˈoʊ/	see dee oh			https://en.wikipedia.org/wiki/Chief_data_officer	Wikipedia	acronym	community-consensus	Chief Data/Design/Digital Officer; letters "C-D-O".
CCO	/ˌsiː siː ˈoʊ/	see see oh			https://en.wikipedia.org/wiki/Chief_commercial_officer	Wikipedia	acronym	community-consensus	Chief Commercial/Customer/Compliance Officer; letters "C-C-O".
VP	/ˌviː ˈpiː/	vee pee			https://en.wikipedia.org/wiki/Vice_president	Wikipedia	acronym	community-consensus	Vice President; letters "V-P".
SVP	/ˌɛs viː ˈpiː/	ess vee pee					acronym	community-consensus	Senior Vice President; letters "S-V-P".
EVP	/ˌiː viː ˈpiː/	ee vee pee					acronym	community-consensus	Executive Vice President; letters "E-V-P".
AVP	/ˌeɪ viː ˈpiː/	ay vee pee					acronym	community-consensus	Associate Vice President; letters "A-V-P".
GM	/ˌdʒiː ˈɛm/	jee em					acronym	community-consensus	General Manager; letters "G-M".
COS	/ˌsiː oʊ ˈɛs/	see oh ess					acronym	community-consensus	Chief of Staff; letters "C-O-S".
EM	/ˌiː ˈɛm/	ee em					acronym	community-consensus	Engineering Manager; letters "E-M".
TLM	/ˌtiː ɛl ˈɛm/	tee ell em					acronym	community-consensus	Tech Lead Manager (Google-coined hybrid IC+manager); letters "T-L-M".
TL	/ˌtiː ˈɛl/	tee ell					acronym	community-consensus	Tech Lead; letters "T-L".
IC	/ˌaɪ ˈsiː/	eye see			https://en.wikipedia.org/wiki/Individual_contributor	Wikipedia	acronym	community-consensus	Individual Contributor (non-manager track); letters "I-C".
DRI	/ˌdiː ɑːr ˈaɪ/	dee ar eye			https://en.wikipedia.org/wiki/DRI	Wikipedia	acronym	community-consensus	Directly Responsible Individual (Apple-coined, now AI-native standard); letters "D-R-I".
MTS	/ˌɛm tiː ˈɛs/	em tee ess					acronym	community-consensus	Member of Technical Staff (OpenAI/Anthropic IC title, Bell Labs heritage); letters "M-T-S".
SWE	/ˌɛs ˌdʌbəl juː ˈiː/	ess double yoo ee	/swiː/	swee	https://en.wikipedia.org/wiki/Software_engineering	Wikipedia	acronym	contested	Software Engineer; letters "S-W-E" common, "swee" used informally.
MLE	/ˌɛm ɛl ˈiː/	em ell ee					acronym	community-consensus	Machine Learning Engineer; letters "M-L-E".
RE	/ˌɑːr ˈiː/	ar ee					acronym	community-consensus	Research Engineer (AI lab IC track); letters "R-E".
RS	/ˌɑːr ˈɛs/	ar ess					acronym	community-consensus	Research Scientist; letters "R-S".
FDE	/ˌɛf diː ˈiː/	eff dee ee			https://en.wikipedia.org/wiki/Forward_deployed_engineer	Wikipedia	acronym	community-consensus	Forward Deployed Engineer (Palantir-coined, now AI-native standard); letters "F-D-E".
FE	/ˌɛf ˈiː/	eff ee					acronym	community-consensus	Frontend (engineer); letters "F-E".
BE	/ˌbiː ˈiː/	bee ee					acronym	community-consensus	Backend (engineer); letters "B-E".
FSE	/ˌɛf ɛs ˈiː/	eff ess ee					acronym	community-consensus	Full-Stack Engineer; letters "F-S-E".
PE	/ˌpiː ˈiː/	pee ee					acronym	community-consensus	Platform/Production Engineer; letters "P-E".
QA	/ˌkjuː ˈeɪ/	kew ay			https://en.wikipedia.org/wiki/Quality_assurance	Wikipedia	acronym	community-consensus	Quality Assurance; letters "Q-A".
QE	/ˌkjuː ˈiː/	kew ee					acronym	community-consensus	Quality Engineer; letters "Q-E".
PM	/ˌpiː ˈɛm/	pee em			https://en.wikipedia.org/wiki/Product_manager	Wikipedia	acronym	community-consensus	Product Manager (also Project Manager); letters "P-M".
TPM	/ˌtiː piː ˈɛm/	tee pee em					acronym	community-consensus	Technical Program/Product Manager; letters "T-P-M".
PgM	/ˌpiː dʒiː ˈɛm/	pee jee em					acronym	community-consensus	Program Manager; letters "P-G-M".
GPM	/ˌdʒiː piː ˈɛm/	jee pee em					acronym	community-consensus	Group Product Manager; letters "G-P-M".
APM	/ˌeɪ piː ˈɛm/	ay pee em					acronym	community-consensus	Associate Product Manager (also Application Performance Monitoring); letters "A-P-M".
PMM	/ˌpiː ɛm ˈɛm/	pee em em					acronym	community-consensus	Product Marketing Manager; letters "P-M-M".
UX	/ˌjuː ˈɛks/	yoo ex			https://en.wikipedia.org/wiki/User_experience	Wikipedia	acronym	community-consensus	User Experience; letters "U-X".
UI	/ˌjuː ˈaɪ/	yoo eye			https://en.wikipedia.org/wiki/User_interface	Wikipedia	acronym	community-consensus	User Interface; letters "U-I".
UXR	/ˌjuː ɛks ˈɑːr/	yoo ex ar					acronym	community-consensus	UX Researcher; letters "U-X-R".
UXE	/ˌjuː ɛks ˈiː/	yoo ex ee					acronym	community-consensus	UX Engineer; letters "U-X-E".
DS	/ˌdiː ˈɛs/	dee ess					acronym	community-consensus	Data Scientist; letters "D-S".
DA	/ˌdiː ˈeɪ/	dee ay					acronym	community-consensus	Data Analyst; letters "D-A".
DE	/ˌdiː ˈiː/	dee ee					acronym	community-consensus	Data Engineer; letters "D-E".
DBA	/ˌdiː biː ˈeɪ/	dee bee ay			https://en.wikipedia.org/wiki/Database_administrator	Wikipedia	acronym	community-consensus	Database Administrator; letters "D-B-A".
BIE	/ˌbiː aɪ ˈiː/	bee eye ee					acronym	community-consensus	Business Intelligence Engineer (Amazon title); letters "B-I-E".
AE	/ˌeɪ ˈiː/	ay ee					acronym	community-consensus	Account Executive (sales); letters "A-E".
AM	/ˌeɪ ˈɛm/	ay em					acronym	community-consensus	Account Manager; letters "A-M".
SE	/ˌɛs ˈiː/	ess ee					acronym	community-consensus	Sales/Solutions Engineer; letters "S-E".
SA	/ˌɛs ˈeɪ/	ess ay					acronym	community-consensus	Solutions Architect; letters "S-A".
CSM	/ˌsiː ɛs ˈɛm/	see ess em					acronym	community-consensus	Customer Success Manager; letters "C-S-M".
CS	/ˌsiː ˈɛs/	see ess					acronym	community-consensus	Customer Success (also Computer Science); letters "C-S".
SDR	/ˌɛs diː ˈɑːr/	ess dee ar					acronym	community-consensus	Sales Development Rep; letters "S-D-R".
BDR	/ˌbiː diː ˈɑːr/	bee dee ar					acronym	community-consensus	Business Development Rep; letters "B-D-R".
BD	/ˌbiː ˈdiː/	bee dee					acronym	community-consensus	Business Development; letters "B-D".
BizOps	/ˈbɪz ɒps/	biz ops					acronym	community-consensus	Business Operations; "biz-ops".
RevOps	/ˈrɛv ɒps/	rev ops					acronym	community-consensus	Revenue Operations; "rev-ops".
PeopleOps	/ˈpiːpəl ɒps/	pee pul ops					acronym	community-consensus	People Operations (modern HR); "people-ops".
HRBP	/ˌeɪtʃ ɑːr biː ˈpiː/	aitch ar bee pee					acronym	community-consensus	HR Business Partner; letters "H-R-B-P".
KR	/ˌkeɪ ˈɑːr/	kay ar					acronym	community-consensus	Key Result (the "KR" in OKR); letters "K-R".
RACI	/ˈreɪsi/	ray see			https://en.wikipedia.org/wiki/Responsibility_assignment_matrix	Wikipedia	acronym	community-consensus	Responsible-Accountable-Consulted-Informed; "RAY-see".
EBR	/ˌiː biː ˈɑːr/	ee bee ar					acronym	community-consensus	Executive Business Review; letters "E-B-R".
MBR	/ˌɛm biː ˈɑːr/	em bee ar					acronym	community-consensus	Monthly Business Review; letters "M-B-R".
MoTS	/ˌɛm oʊ tiː ˈɛs/	em oh tee ess	/ˈmɒts/	mots			acronym	contested	Member of Technical Staff (compact form); letters or "mots".
arxiv	/ˈɑːrkaɪv/	ar kive			https://info.arxiv.org/help/faq/whatisarxiv.html	arXiv FAQ	product	creator-clarified	"AR-kive" — the X is Greek chi (/k/), so it sounds like "archive". Not "arks-iv".
preprint	/ˈpriːˌprɪnt/	pree print					cs-term	community-consensus	"PREE-print" — pre-peer-review manuscript on arXiv/bioRxiv/etc.
NeurIPS	/ˈnʊrɪps/	noor ips	/ˈnɔːrɪps/	nor ips	https://neurips.cc/	NeurIPS official	acronym	community-consensus	Neural Information Processing Systems; renamed from NIPS in 2018; "NUR-ips" or "NOR-ips".
ICML	/ˌaɪ siː ɛm ˈɛl/	eye see em ell			https://icml.cc/	ICML	acronym	community-consensus	International Conference on Machine Learning; letters "I-C-M-L".
ICLR	/ˌaɪ siː ɛl ˈɑːr/	eye see ell ar			https://iclr.cc/	ICLR	acronym	community-consensus	International Conference on Learning Representations; letters "I-C-L-R".
CVPR	/ˌsiː viː piː ˈɑːr/	see vee pee ar			https://cvpr.thecvf.com/	CVPR	acronym	community-consensus	Computer Vision and Pattern Recognition; letters "C-V-P-R".
AAAI	/ˌtrɪpəl eɪ ˈaɪ/	triple ay eye	/ˌeɪ eɪ eɪ ˈaɪ/	ay ay ay eye	https://aaai.org/	AAAI	acronym	contested	"Triple-A-I" common in talks; letters also heard.
ACL	/ˌeɪ siː ˈɛl/	ay see ell			https://www.aclweb.org/	ACL	acronym	community-consensus	Association for Computational Linguistics; letters "A-C-L".
EMNLP	/ˌiː ɛm ɛn ɛl ˈpiː/	ee em en ell pee			https://2024.emnlp.org/	EMNLP	acronym	community-consensus	Empirical Methods in Natural Language Processing; letters.
KDD	/ˌkeɪ diː ˈdiː/	kay dee dee			https://kdd.org/	KDD	acronym	community-consensus	Knowledge Discovery and Data Mining; letters "K-D-D".
AISTATS	/ˈeɪ stæts/	ay stats			https://aistats.org/	AISTATS	acronym	community-consensus	AI and Statistics conference; "AY-stats".
COLT	/koʊlt/	colt			https://learningtheory.org/	COLT	acronym	community-consensus	Conference on Learning Theory; "colt" like the horse.
IJCAI	/ˌaɪ dʒeɪ siː eɪ ˈaɪ/	eye jay see ay eye	/ˈɪdʒkaɪ/	ij-kai	https://www.ijcai.org/	IJCAI	acronym	contested	International Joint Conference on AI; letters dominant, "IJ-kai" also heard.
SIGGRAPH	/ˈsɪɡɡræf/	sig graf			https://www.siggraph.org/	SIGGRAPH	acronym	community-consensus	Special Interest Group on Computer Graphics; "SIG-graf".
OpenReview	/ˈoʊpən rɪˌvjuː/	open re view			https://openreview.net/	OpenReview	product	community-consensus	Peer-review platform used by ICLR/NeurIPS; "open-re-view".
BLEU	/bluː/	blue			https://aclanthology.org/P02-1040/	Papineni 2002	acronym	creator-clarified	Bilingual Evaluation Understudy; pronounced "blue" per the original paper.
ROUGE	/ruːʒ/	roozh			https://aclanthology.org/W04-1013/	Lin 2004	acronym	creator-clarified	Recall-Oriented Understudy for Gisting Evaluation; French "rouge" — "roozh".
METEOR	/ˈmiːtiər/	mee tee er			https://aclanthology.org/W05-0909/	Banerjee & Lavie 2005	acronym	community-consensus	MT eval metric; like the meteor in the sky.
CIDEr	/ˈsaɪdər/	side er			https://arxiv.org/abs/1411.5726	Vedantam et al. 2015	acronym	community-consensus	Consensus-based Image Description Evaluation; "CIDER" like the drink.
