word,ipa,respelling_us,alt_ipa,alt_respelling_us,source_url,source_label,category,confidence,notes,audio_url
hassabis,/həˈsæbɪs/,huh sab iss,,,,,person,community-consensus,"Demis Hassabis, co-founder of DeepMind.",https://pronounce.renlab.ai/audio/hassabis.mp3
hinton,/ˈhɪntən/,hin tun,,,,,person,community-consensus,"Geoffrey Hinton, ""godfather of deep learning"".",https://pronounce.renlab.ai/audio/hinton.mp3
buterin,/ˈbjuːtərɪn/,byoo ter in,,,,,person,community-consensus,"Vitalik (""VEE-tah-leek"") Buterin, co-founder of Ethereum.",https://pronounce.renlab.ai/audio/buterin.mp3
vogels,/ˈvoʊɡəlz/,voh gulz,,,,,person,community-consensus,"Werner Vogels, Amazon CTO. Dutch.",https://pronounce.renlab.ai/audio/vogels.mp3
raadt,/də ˈrɑːt/,duh raht,,,,,person,community-consensus,"Theo de Raadt, founder of OpenBSD and OpenSSH.",https://pronounce.renlab.ai/audio/raadt.mp3
poettering,/ˈpœtərɪŋ/,pet er ing,/ˈpoʊətərɪŋ/,poh eh ter ing,,,person,contested,"Lennart Poettering (systemd, PulseAudio). German.",https://pronounce.renlab.ai/audio/poettering.mp3
bellard,/bɛˈlɑːr/,bell ar,,,,,person,community-consensus,"Fabrice (""fah-BREES"") Bellard (FFmpeg, QEMU, QuickJS). French.",https://pronounce.renlab.ai/audio/bellard.mp3
heinemeier,/ˈhaɪnəmaɪər/,hine my er,,,,,person,community-consensus,"David Heinemeier Hansson (DHH), creator of Ruby on Rails.",https://pronounce.renlab.ai/audio/heinemeier.mp3
otwell,/ˈɒtwɛl/,ot well,,,,,person,community-consensus,"Taylor Otwell, creator of Laravel.",https://pronounce.renlab.ai/audio/otwell.mp3
tiangolo,/tjɑːnˈɡoʊloʊ/,tyahn go lo,,,,,person,community-consensus,"Sebastián Ramírez (handle ""tiangolo""), creator of FastAPI.",https://pronounce.renlab.ai/audio/tiangolo.mp3
lerdorf,/ˈlɜːrdɔːrf/,lur dorf,,,,,person,community-consensus,"Rasmus Lerdorf, creator of PHP.",https://pronounce.renlab.ai/audio/lerdorf.mp3
nakamoto,/ˌnɑːkəˈmoʊtoʊ/,nah kah mo toe,,,,,person,community-consensus,"Satoshi Nakamoto, pseudonymous creator of Bitcoin.",https://pronounce.renlab.ai/audio/nakamoto.mp3
alpaca,/ælˈpækə/,al pack uh,,,,,product,community-consensus,Stanford instruction-tuned LLaMA; like the animal.,https://pronounce.renlab.ai/audio/alpaca.mp3
altair,/ælˈtɛər/,al tair,/ælˈtaɪər/,al tire,,,tool,contested,"Python declarative viz library; ""al-TAIR"" or ""al-TYRE"", from the star.",https://pronounce.renlab.ai/audio/altair.mp3
automatic1111,/ˌɔːtəˈmætɪk ɪˈlɛvən ɪˈlɛvən/,automatic eleven eleven,,,,,product,community-consensus,"Stable Diffusion WebUI; ""automatic-eleven-eleven"".",https://pronounce.renlab.ai/audio/automatic1111.mp3
bark,/bɑːrk/,bark,,,,,product,community-consensus,Suno text-to-audio model; like a dog bark.,https://pronounce.renlab.ai/audio/bark.mp3
bentoml,/ˈbɛntoʊ ɛm ɛl/,bento em ell,,,,,tool,community-consensus,"Model serving framework; ""Bento-M-L"".",https://pronounce.renlab.ai/audio/bentoml.mp3
bokeh,/ˈboʊkeɪ/,boh kay,/ˈboʊkə/,boh kuh,,,tool,contested,Python interactive viz library; from the photography term (Japanese).,https://pronounce.renlab.ai/audio/bokeh.mp3
catboost,/ˈkæt buːst/,cat boost,,,,,tool,community-consensus,"Gradient boosting library; ""cat-boost"" (categorical boosting).",https://pronounce.renlab.ai/audio/catboost.mp3
colab,/ˈkoʊlæb/,co lab,,,,,product,community-consensus,"Google Colaboratory notebooks; ""co-lab"".",https://pronounce.renlab.ai/audio/colab.mp3
coreml,/ˈkɔːr ɛm ɛl/,core em ell,,,,,tool,community-consensus,"Apple on-device ML framework; ""Core-M-L"".",https://pronounce.renlab.ai/audio/coreml.mp3
deberta,/diːˈbɜːrtə/,dee bur tuh,,,,,product,community-consensus,"Decoding-enhanced BERT; ""dee-BER-tuh"".",https://pronounce.renlab.ai/audio/deberta.mp3
diffusers,/dɪˈfjuːzərz/,dih fyoo zers,,,,,tool,community-consensus,Hugging Face diffusion-models library.,https://pronounce.renlab.ai/audio/diffusers.mp3
einops,/ˈaɪnɒps/,eyen ops,,,,,tool,community-consensus,"Tensor-rearrangement library; ""EIN-ops"" (Einstein ops).",https://pronounce.renlab.ai/audio/einops.mp3
flax,/flæks/,flaks,,,,,tool,community-consensus,"JAX neural-network library; like the plant ""flax"".",https://pronounce.renlab.ai/audio/flax.mp3
flowise,/ˈfloʊwaɪz/,flo wize,,,,,tool,community-consensus,"Visual LLM-flow builder; ""flow-wise"".",https://pronounce.renlab.ai/audio/flowise.mp3
fooocus,/ˈfoʊkəs/,focus,,,,,product,community-consensus,"Image-generation UI; pronounced ""focus"" (spelled with three o's).",https://pronounce.renlab.ai/audio/fooocus.mp3
gensim,/ˈdʒɛnsɪm/,jen sim,,,,,tool,community-consensus,"Topic-modeling library; ""JEN-sim"".",https://pronounce.renlab.ai/audio/gensim.mp3
ggml,/ˌdʒiː dʒiː ɛm ˈɛl/,jee jee em ell,,,,,tool,community-consensus,"Tensor library behind llama.cpp; letters ""G-G-M-L"".",https://pronounce.renlab.ai/audio/ggml.mp3
gguf,/ˌdʒiː dʒiː juː ˈɛf/,jee jee you eff,,,,,abbreviation,community-consensus,"Quantized-model file format; letters ""G-G-U-F"".",https://pronounce.renlab.ai/audio/gguf.mp3
invokeai,/ɪnˈvoʊk eɪ aɪ/,in voke ay eye,,,,,product,community-consensus,"Stable Diffusion creative toolkit; ""Invoke-A-I"".",https://pronounce.renlab.ai/audio/invokeai.mp3
kaggle,/ˈkæɡəl/,kag ul,,,,,product,community-consensus,"Data-science competition platform; ""KAG-ul"".",https://pronounce.renlab.ai/audio/kaggle.mp3
kubeflow,/ˈkuːb floʊ/,koob flow,,,,,tool,community-consensus,"ML toolkit on Kubernetes; ""kube-flow"".",https://pronounce.renlab.ai/audio/kubeflow.mp3
lancedb,/ˈlæns diː biː/,lance dee bee,,,,,product,community-consensus,"Embedded vector database; ""Lance-D-B"".",https://pronounce.renlab.ai/audio/lancedb.mp3
langflow,/ˈlæŋ floʊ/,lang flow,,,,,tool,community-consensus,"LangChain visual builder; ""lang-flow"".",https://pronounce.renlab.ai/audio/langflow.mp3
langgraph,/ˈlæŋ ɡræf/,lang graf,,,,,tool,community-consensus,"LangChain stateful agent framework; ""lang-graph"".",https://pronounce.renlab.ai/audio/langgraph.mp3
lightgbm,/ˈlaɪt dʒiː biː ɛm/,light jee bee em,,,,,tool,community-consensus,"Microsoft gradient boosting; ""Light-G-B-M"".",https://pronounce.renlab.ai/audio/lightgbm.mp3
llamafile,/ˈlɑːmə faɪl/,lah muh file,,,,,tool,community-consensus,"Single-file LLM executable; ""llama-file"".",https://pronounce.renlab.ai/audio/llamafile.mp3
mamba,/ˈmæmbə/,mam buh,,,,,product,community-consensus,State-space sequence model; like the snake.,https://pronounce.renlab.ai/audio/mamba.mp3
mlx,/ˌɛm ɛl ˈɛks/,em ell eks,,,,,tool,community-consensus,"Apple Silicon array/ML framework; letters ""M-L-X"".",https://pronounce.renlab.ai/audio/mlx.mp3
nltk,/ˌɛn ɛl tiː ˈkeɪ/,en ell tee kay,,,,,tool,community-consensus,Natural Language Toolkit; letters.,https://pronounce.renlab.ai/audio/nltk.mp3
olmo,/ˈoʊlmoʊ/,ol mo,,,,,product,community-consensus,"AllenAI fully-open LLM; ""OL-mo"".",https://pronounce.renlab.ai/audio/olmo.mp3
openvino,/ˌoʊpən ˈviːnoʊ/,open vee no,,,,,tool,community-consensus,"Intel inference toolkit; ""open-VEE-no"".",https://pronounce.renlab.ai/audio/openvino.mp3
pgvector,/ˌpiː dʒiː ˈvɛktər/,pee jee vector,,,,,tool,community-consensus,"Postgres vector-search extension; ""P-G-vector"".",https://pronounce.renlab.ai/audio/pgvector.mp3
piper,/ˈpaɪpər/,pipe er,,,,,tool,community-consensus,"Fast local neural TTS; ""PIPE-er"".",https://pronounce.renlab.ai/audio/piper.mp3
plotly,/ˈplɒtli/,plot lee,,,,,tool,community-consensus,"Interactive plotting library; ""PLOT-lee"".",https://pronounce.renlab.ai/audio/plotly.mp3
pythia,/ˈpɪθiə/,pith ee uh,,,,,product,community-consensus,"EleutherAI model suite; ""PITH-ee-uh"", the Oracle of Delphi.",https://pronounce.renlab.ai/audio/pythia.mp3
roberta,/roʊˈbɜːrtə/,ro bur tuh,,,,,product,community-consensus,"Robustly-optimized BERT; ""ro-BER-tuh"".",https://pronounce.renlab.ai/audio/roberta.mp3
rwkv,/ˌɑːr dʌbəljuː keɪ ˈviː/,ar double you kay vee,,,,,product,community-consensus,"RNN-with-transformer-strength model; usually letters, some say ""RWa-Kuv"".",https://pronounce.renlab.ai/audio/rwkv.mp3
safetensors,/ˈseɪf tɛnsərz/,safe tensors,,,,,tool,community-consensus,"Safe model-weight serialization format; ""safe-tensors"".",https://pronounce.renlab.ai/audio/safetensors.mp3
scikit,/ˈsaɪ kɪt/,sigh kit,,,,,tool,community-consensus,"As in scikit-learn; ""sci-kit"" (SciPy toolkit).",https://pronounce.renlab.ai/audio/scikit.mp3
seaborn,/ˈsiːbɔːrn/,see born,,,,,tool,community-consensus,"Statistical viz library on matplotlib; ""SEE-born"".",https://pronounce.renlab.ai/audio/seaborn.mp3
sklearn,/ˌɛs keɪ ˈlɜːrn/,ess kay learn,,,,,tool,community-consensus,"scikit-learn import alias; ""S-K-learn"".",https://pronounce.renlab.ai/audio/sklearn.mp3
spacy,/ˈspeɪsi/,spay see,,,,,tool,community-consensus,"Industrial NLP library; ""spay-see"" (spaCy).",https://pronounce.renlab.ai/audio/spacy.mp3
tokenizers,/ˈtoʊkənaɪzərz/,toke en eye zers,,,,,tool,community-consensus,Hugging Face fast-tokenizers library.,https://pronounce.renlab.ai/audio/tokenizers.mp3
vespa,/ˈvɛspə/,vess puh,,,,,product,community-consensus,"Search + vector engine; ""VESS-puh"", like the scooter.",https://pronounce.renlab.ai/audio/vespa.mp3
vits,/vɪts/,vits,/ˌviː aɪ tiː ˈɛs/,vee eye tee ess,,,product,contested,"End-to-end TTS model; ""vits"" or spelled out.",https://pronounce.renlab.ai/audio/vits.mp3
wandb,/ˌdʌbəljuː ænd ˈbiː/,double you and bee,,,,,tool,community-consensus,"Weights & Biases; ""W-and-B"" or ""wand-B"".",https://pronounce.renlab.ai/audio/wandb.mp3
xgboost,/ˌɛks dʒiː ˈbuːst/,eks jee boost,,,,,tool,community-consensus,"Scalable gradient boosting; ""X-G-boost"".",https://pronounce.renlab.ai/audio/xgboost.mp3
abbeel,/ˈɑːbiːl/,ah beel,,,,,person,community-consensus,"Pieter Abbeel, robotics/RL researcher (Berkeley, Covariant).",https://pronounce.renlab.ai/audio/abbeel.mp3
altman,/ˈɔːltmən/,alt mun,,,,,person,community-consensus,"Sam Altman, CEO of OpenAI; ""ALT-mun"".",https://pronounce.renlab.ai/audio/altman.mp3
amodei,/ˌɑːmoʊˈdeɪ/,ah mo day,,,,,person,community-consensus,"Dario Amodei, CEO of Anthropic; ""ah-mo-DAY"". Italian.",https://pronounce.renlab.ai/audio/amodei.mp3
bahdanau,/ˌbɑːdɑːˈnaʊ/,bah dah now,,,,,person,community-consensus,"Dzmitry Bahdanau, co-author of neural attention.",https://pronounce.renlab.ai/audio/bahdanau.mp3
brockman,/ˈbrɒkmən/,brock mun,,,,,person,community-consensus,"Greg Brockman, co-founder & president of OpenAI.",https://pronounce.renlab.ai/audio/brockman.mp3
chollet,/ʃɔːˈleɪ/,show lay,,,,,person,community-consensus,"François Chollet, creator of Keras; ""show-LAY"". French.",https://pronounce.renlab.ai/audio/chollet.mp3
devlin,/ˈdɛvlɪn/,dev lin,,,,,person,community-consensus,"Jacob Devlin, lead author of BERT.",https://pronounce.renlab.ai/audio/devlin.mp3
goodfellow,/ˈɡʊdfɛloʊ/,good fellow,,,,,person,community-consensus,"Ian Goodfellow, inventor of GANs.",https://pronounce.renlab.ai/audio/goodfellow.mp3
hochreiter,/ˈhɔːxraɪtər/,hoke ry ter,,,,,person,community-consensus,"Sepp Hochreiter, co-inventor of LSTM. German.",https://pronounce.renlab.ai/audio/hochreiter.mp3
howard,/ˈhaʊərd/,how erd,,,,,person,community-consensus,"Jeremy Howard, co-founder of fast.ai.",https://pronounce.renlab.ai/audio/howard.mp3
huang,/hwɑːŋ/,hwang,,,,,person,community-consensus,"Jensen Huang, co-founder & CEO of NVIDIA; ""hwang"".",https://pronounce.renlab.ai/audio/huang.mp3
kingma,/ˈkɪŋmə/,king muh,,,,,person,community-consensus,"Diederik Kingma, co-author of Adam and the VAE.",https://pronounce.renlab.ai/audio/kingma.mp3
krizhevsky,/krɪˈʒɛfski/,krih zhef skee,,,,,person,community-consensus,"Alex Krizhevsky, lead author of AlexNet.",https://pronounce.renlab.ai/audio/krizhevsky.mp3
mikolov,/ˈmiːkəlɒf/,mee koh lof,,,,,person,community-consensus,"Tomáš Mikolov, creator of word2vec. Czech.",https://pronounce.renlab.ai/audio/mikolov.mp3
mnih,/məˈniː/,muh nee,,,,,person,community-consensus,"Volodymyr Mnih, lead author of the DQN / Atari paper.",https://pronounce.renlab.ai/audio/mnih.mp3
ng,/ɪŋ/,ing,/ˌɛn ˈdʒiː/,en jee,,,person,contested,"Andrew Ng (Coursera, deeplearning.ai); roughly ""ng/ing"", often spelled ""N-G"".",https://pronounce.renlab.ai/audio/ng.mp3
polosukhin,/ˌpɒloʊˈsuːkɪn/,po lo soo kin,,,,,person,community-consensus,"Illia Polosukhin, co-author of ""Attention Is All You Need"".",https://pronounce.renlab.ai/audio/polosukhin.mp3
raffel,/ˈræfəl/,raf ul,,,,,person,community-consensus,"Colin Raffel, lead author of T5.",https://pronounce.renlab.ai/audio/raffel.mp3
ramesh,/ˈrɑːmɛʃ/,rah mesh,,,,,person,community-consensus,"Aditya Ramesh, creator of DALL·E.",https://pronounce.renlab.ai/audio/ramesh.mp3
rombach,/ˈrɒmbɑːx/,rom bahk,,,,,person,community-consensus,"Robin Rombach, lead author of Stable Diffusion / latent diffusion. German.",https://pronounce.renlab.ai/audio/rombach.mp3
schmidhuber,/ˈʃmɪthuːbər/,shmit hoo ber,,,,,person,community-consensus,"Jürgen Schmidhuber, co-inventor of LSTM. German.",https://pronounce.renlab.ai/audio/schmidhuber.mp3
shazeer,/ʃəˈzɪər/,shuh zeer,,,,,person,community-consensus,"Noam (""NOH-um"") Shazeer, Transformer co-author, founder of Character.AI.",https://pronounce.renlab.ai/audio/shazeer.mp3
szegedy,/ˈsɛɡɛdi/,seg eh dee,,,,,person,community-consensus,"Christian Szegedy (Inception, adversarial examples). Hungarian.",https://pronounce.renlab.ai/audio/szegedy.mp3
uszkoreit,/ˈuːʃkɔːraɪt/,oosh kor ite,,,,,person,community-consensus,"Jakob Uszkoreit, co-author of the Transformer. German.",https://pronounce.renlab.ai/audio/uszkoreit.mp3
vaswani,/vəˈswɑːni/,vuh swah nee,,,,,person,community-consensus,"Ashish Vaswani, lead author of ""Attention Is All You Need"".",https://pronounce.renlab.ai/audio/vaswani.mp3
vinyals,/viˈɲals/,vin yals,,,,,person,community-consensus,"Oriol (""oh-ree-OL"") Vinyals, DeepMind (Seq2Seq, AlphaStar). Catalan.",https://pronounce.renlab.ai/audio/vinyals.mp3
wojciech,/ˈvɔɪtɛx/,voy tekh,,,,,person,community-consensus,"Polish first name (e.g. Wojciech Zaremba, OpenAI); ""VOY-tekh"".",https://pronounce.renlab.ai/audio/wojciech.mp3
zaremba,/zəˈrɛmbə/,zuh rem buh,,,,,person,community-consensus,"Wojciech Zaremba, co-founder of OpenAI. Polish.",https://pronounce.renlab.ai/audio/zaremba.mp3
glm,/ˌdʒiː ɛl ˈɛm/,jee ell em,,,,,product,community-consensus,"Zhipu AI's General Language Model family; letters ""G-L-M"".",https://pronounce.renlab.ai/audio/glm.mp3
zhipu,/ˈdʒiː puː/,jee poo,/ˈʒiː puː/,zhee poo,,,product,contested,"Zhipu AI (智谱), maker of GLM/ChatGLM; pinyin ""Zhì-pǔ"", roughly ""jee-poo"".",https://pronounce.renlab.ai/audio/zhipu.mp3
ernie,/ˈɜːrni/,er nee,,,,,product,community-consensus,"Baidu's ERNIE LLM; ""ER-nee"", a play on BERT (Bert & Ernie).",https://pronounce.renlab.ai/audio/ernie.mp3
internlm,/ˌɪntɜːrn ɛl ˈɛm/,intern ell em,,,,,product,community-consensus,"Shanghai AI Lab's open LLM; ""intern-L-M"".",https://pronounce.renlab.ai/audio/internlm.mp3
moonshot,/ˈmuːnʃɒt/,moon shot,,,,,product,community-consensus,"Moonshot AI (月之暗面), maker of Kimi; ""moon-shot"".",https://pronounce.renlab.ai/audio/moonshot.mp3
openhands,/ˈoʊpən hændz/,open hands,,,,,product,community-consensus,"Open-source coding agent (formerly OpenDevin); ""open-hands"".",https://pronounce.renlab.ai/audio/openhands.mp3
opendevin,/ˈoʊpən ˌdɛvɪn/,open dev in,,,,,product,community-consensus,"Former name of OpenHands; ""open-DEV-in"".",https://pronounce.renlab.ai/audio/opendevin.mp3
goose,/ɡuːs/,goose,,,,,tool,community-consensus,Block's open-source AI agent; like the bird.,https://pronounce.renlab.ai/audio/goose.mp3
serde,/sɜːrˈdiː/,sir dee,/ˈsɜːrdi/,ser dee,,,tool,contested,"Rust serialization framework; ""sir-DEE"" (serialize/deserialize), some say ""SER-dee"".",https://pronounce.renlab.ai/audio/serde.mp3
yew,/juː/,you,,,,,tool,community-consensus,"Rust/WASM front-end framework; ""you"", like the yew tree.",https://pronounce.renlab.ai/audio/yew.mp3
clap,/klæp/,clap,,,,,tool,community-consensus,"Rust Command Line Argument Parser; ""clap"", like applause.",https://pronounce.renlab.ai/audio/clap.mp3
rayon,/ˈreɪɒn/,ray on,,,,,tool,community-consensus,"Rust data-parallelism library; ""RAY-on"", like the fabric.",https://pronounce.renlab.ai/audio/rayon.mp3
wasmer,/ˈwɑːzmər/,wahz mer,/ˈwæzmər/,waz mer,,,product,contested,"WebAssembly runtime; ""WAHZ-mer"" (wasm + -er).",https://pronounce.renlab.ai/audio/wasmer.mp3
elysia,/ɛˈlɪziə/,eh lih zee uh,,,,,tool,community-consensus,"Bun web framework; ""eh-LIH-zee-uh"".",https://pronounce.renlab.ai/audio/elysia.mp3
effect,/ɪˈfɛkt/,ih fekt,,,,,tool,community-consensus,"Effect-TS library; just ""effect"".",https://pronounce.renlab.ai/audio/effect.mp3
nitro,/ˈnaɪtroʊ/,ny tro,,,,,tool,community-consensus,"UnJS server engine (powers Nuxt); ""NY-tro"".",https://pronounce.renlab.ai/audio/nitro.mp3
valibot,/ˈvælɪbɒt/,val ih bot,,,,,tool,community-consensus,"Schema validation library; ""VAL-ih-bot"".",https://pronounce.renlab.ai/audio/valibot.mp3
million,/ˈmɪljən/,mill yun,,,,,tool,community-consensus,"Million.js — React optimizing compiler; ""MIL-yun"".",https://pronounce.renlab.ai/audio/million.mp3
rolldown,/ˈroʊldaʊn/,roll down,,,,,tool,community-consensus,"Rust-based bundler (Vite's future core); ""roll-down"".",https://pronounce.renlab.ai/audio/rolldown.mp3
convex,/ˈkɒnvɛks/,kon veks,,,,,product,community-consensus,"Reactive backend platform; ""KON-veks"".",https://pronounce.renlab.ai/audio/convex.mp3
xata,/ˈzɑːtə/,zah tah,,,,,product,community-consensus,"Serverless database platform; ""ZAH-tah"".",https://pronounce.renlab.ai/audio/xata.mp3
axiom,/ˈæksiəm/,ak see um,,,,,product,community-consensus,"Log/event analytics platform; ""AK-see-um"".",https://pronounce.renlab.ai/audio/axiom.mp3
quickwit,/ˈkwɪkwɪt/,quick wit,,,,,product,community-consensus,"Search engine for logs; ""quick-wit"".",https://pronounce.renlab.ai/audio/quickwit.mp3
reflex,/ˈriːflɛks/,ree fleks,,,,,tool,community-consensus,"Python full-stack framework (formerly Pynecone); ""REE-fleks"".",https://pronounce.renlab.ai/audio/reflex.mp3
zstd,/ˌziː ˈstændərd/,zee standard,/ˌziː ɛs tiː ˈdiː/,zee ess tee dee,,,abbreviation,contested,"Zstandard compression; ""Z-standard"" or spelled ""Z-S-T-D"".",https://pronounce.renlab.ai/audio/zstd.mp3
warp,/wɔːrp/,warp,,,,,product,community-consensus,"Rust-based terminal (and a Rust web framework); ""warp"".",https://pronounce.renlab.ai/audio/warp.mp3
eta,/ˈeɪtə/,ay tuh,/ˈiːtə/,ee tuh,,,cs-term,contested,"Greek letter η (learning rate); US math ""AY-tuh"", also ""EE-tuh"".",https://pronounce.renlab.ai/audio/eta.mp3
nu,/njuː/,new,/nuː/,noo,,,cs-term,community-consensus,"Greek letter ν; ""new""/""noo"". Not to be confused with mu.",https://pronounce.renlab.ai/audio/nu.mp3
psi,/saɪ/,sigh,/psaɪ/,p sigh,,,cs-term,contested,"Greek letter ψ (wavefunction); US ""sigh"", some ""p-sigh"".",https://pronounce.renlab.ai/audio/psi.mp3
xi,/zaɪ/,zye,/ksaɪ/,k sigh,,,cs-term,contested,"Greek letter ξ; readings vary wildly — ""zye"", ""k-sigh"", ""ksee"".",https://pronounce.renlab.ai/audio/xi.mp3
rho,/roʊ/,roh,,,,,cs-term,community-consensus,"Greek letter ρ (correlation, density); ""roh"".",https://pronounce.renlab.ai/audio/rho.mp3
tau,/taʊ/,tau,/tɔː/,taw,,,cs-term,contested,"Greek letter τ; ""tow"" (rhymes cow) vs ""taw"".",https://pronounce.renlab.ai/audio/tau.mp3
zeta,/ˈzeɪtə/,zay tuh,/ˈziːtə/,zee tuh,,,cs-term,contested,"Greek letter ζ; US ""ZAY-tuh"", also ""ZEE-tuh"".",https://pronounce.renlab.ai/audio/zeta.mp3
omega,/oʊˈmeɪɡə/,oh may guh,,,,,cs-term,community-consensus,"Greek letter ω; ""oh-MAY-guh"".",https://pronounce.renlab.ai/audio/omega.mp3
omicron,/ˈɒmɪkrɒn/,om ih kron,/ˈoʊmɪkrɒn/,oh mih kron,,,cs-term,contested,"Greek letter ο; ""OM-ih-kron"" vs ""OH-mih-kron"".",https://pronounce.renlab.ai/audio/omicron.mp3
upsilon,/ˈʌpsɪlɒn/,up sih lon,/juːpˈsaɪlən/,yoop sigh lun,,,cs-term,contested,"Greek letter υ; ""UP-sih-lon"" vs ""yoop-SY-lun"".",https://pronounce.renlab.ai/audio/upsilon.mp3
athena,/əˈθiːnə/,uh thee nuh,,,,,product,community-consensus,"AWS Athena (serverless query); ""uh-THEE-nuh"", the goddess.",https://pronounce.renlab.ai/audio/athena.mp3
aurora,/ɔːˈrɔːrə/,uh ror uh,,,,,product,community-consensus,"AWS Aurora database; ""uh-ROR-uh"".",https://pronounce.renlab.ai/audio/aurora.mp3
bedrock,/ˈbɛdrɒk/,bed rock,,,,,product,community-consensus,"AWS Bedrock (managed LLMs); ""bed-rock"".",https://pronounce.renlab.ai/audio/bedrock.mp3
bigquery,/ˈbɪɡ ˌkwɪri/,big kweer ee,,,,,product,community-consensus,"Google BigQuery; ""big-QUERY"".",https://pronounce.renlab.ai/audio/bigquery.mp3
cloudfront,/ˈklaʊd frʌnt/,cloud frunt,,,,,product,community-consensus,"AWS CloudFront CDN; ""cloud-front"".",https://pronounce.renlab.ai/audio/cloudfront.mp3
cognito,/kɒɡˈniːtoʊ/,kog nee toh,,,,,product,community-consensus,"AWS Cognito (auth); ""kog-NEE-toh"" (from incognito).",https://pronounce.renlab.ai/audio/cognito.mp3
fargate,/ˈfɑːrɡeɪt/,far gate,,,,,product,community-consensus,"AWS Fargate (serverless containers); ""FAR-gate"".",https://pronounce.renlab.ai/audio/fargate.mp3
kinesis,/kɪˈniːsɪs/,kih nee sis,,,,,product,community-consensus,"AWS Kinesis (streaming); ""kih-NEE-sis"".",https://pronounce.renlab.ai/audio/kinesis.mp3
redshift,/ˈrɛdʃɪft/,red shift,,,,,product,community-consensus,"AWS Redshift warehouse; ""red-shift"".",https://pronounce.renlab.ai/audio/redshift.mp3
sagemaker,/ˈseɪdʒmeɪkər/,sage maker,,,,,product,community-consensus,"AWS SageMaker (ML); ""sage-maker"".",https://pronounce.renlab.ai/audio/sagemaker.mp3
sqs,/ˌɛs kjuː ˈɛs/,ess cue ess,,,,,abbreviation,community-consensus,"AWS Simple Queue Service; letters ""S-Q-S"".",https://pronounce.renlab.ai/audio/sqs.mp3
sns,/ˌɛs ɛn ˈɛs/,ess en ess,,,,,abbreviation,community-consensus,"AWS Simple Notification Service; letters ""S-N-S"".",https://pronounce.renlab.ai/audio/sns.mp3
vpc,/ˌviː piː ˈsiː/,vee pee see,,,,,abbreviation,community-consensus,"Virtual Private Cloud; letters ""V-P-C"".",https://pronounce.renlab.ai/audio/vpc.mp3
pubsub,/ˈpʌbsʌb/,pub sub,,,,,product,community-consensus,"Google Pub/Sub messaging; ""pub-sub"".",https://pronounce.renlab.ai/audio/pubsub.mp3
firebase,/ˈfaɪərbeɪs/,fire base,,,,,product,community-consensus,"Google Firebase platform; ""fire-base"".",https://pronounce.renlab.ai/audio/firebase.mp3
metamask,/ˈmɛtəmɑːsk/,met uh mask,,,,,product,community-consensus,"Ethereum wallet; ""META-mask"".",https://pronounce.renlab.ai/audio/metamask.mp3
avif,/ˈeɪvɪf/,ay vif,,,,,abbreviation,community-consensus,"AV1 Image Format; ""AY-vif"".",https://pronounce.renlab.ai/audio/avif.mp3
heic,/ˌeɪtʃ iː aɪ ˈsiː/,aitch ee eye see,/heɪk/,hake,,,abbreviation,contested,"Apple High-Efficiency image; spelled ""H-E-I-C"", some say ""hake"".",https://pronounce.renlab.ai/audio/heic.mp3
webp,/ˌwɛb ˈpiː/,web pee,,,,,abbreviation,community-consensus,"Google image format; ""web-P"".",https://pronounce.renlab.ai/audio/webp.mp3
flac,/flæk/,flak,,,,,abbreviation,community-consensus,"Free Lossless Audio Codec; ""flak"".",https://pronounce.renlab.ai/audio/flac.mp3
ogg,/ɒɡ/,og,,,,,abbreviation,community-consensus,"Ogg audio container; ""og"".",https://pronounce.renlab.ai/audio/ogg.mp3
mkv,/ˌɛm keɪ ˈviː/,em kay vee,,,,,abbreviation,community-consensus,"Matroska video container; letters ""M-K-V"".",https://pronounce.renlab.ai/audio/mkv.mp3
svg,/ˌɛs viː ˈdʒiː/,ess vee jee,,,,,abbreviation,community-consensus,"Scalable Vector Graphics; letters ""S-V-G"".",https://pronounce.renlab.ai/audio/svg.mp3
jpeg,/ˈdʒeɪpɛɡ/,jay peg,,,,,abbreviation,community-consensus,"Joint Photographic Experts Group; ""JAY-peg"".",https://pronounce.renlab.ai/audio/jpeg.mp3
ico,/ˈaɪkoʊ/,eye koh,/ˌaɪ siː ˈoʊ/,eye see oh,,,abbreviation,contested,"Windows icon format; ""EYE-koh"" or letters ""I-C-O"".",https://pronounce.renlab.ai/audio/ico.mp3
woff,/wɒf/,woff,,,,,abbreviation,community-consensus,"Web Open Font Format; ""woff"".",https://pronounce.renlab.ai/audio/woff.mp3
facade,/fəˈsɑːd/,fuh sahd,,,,,cs-term,community-consensus,"Design pattern; ""fuh-SAHD"" (the ç/c is soft).",https://pronounce.renlab.ai/audio/facade.mp3
paradigm,/ˈpærədaɪm/,pa ruh dime,,,,,cs-term,community-consensus,"""PA-ruh-dime""; the g is silent.",https://pronounce.renlab.ai/audio/paradigm.mp3
heuristic,/hjʊˈrɪstɪk/,hyoo riss tik,,,,,cs-term,community-consensus,"""hyoo-RISS-tik"".",https://pronounce.renlab.ai/audio/heuristic.mp3
mnemonic,/nɪˈmɒnɪk/,nih mon ik,,,,,cs-term,community-consensus,"""nih-MON-ik""; the m is silent.",https://pronounce.renlab.ai/audio/mnemonic.mp3
